2;3;1;1;
2;0;;;
4;1;;;
1;3;2;2;
4;3;2;1;
2;2;3;3;
3;1;1;4;
3;0;;;
4;1;;;
2;2;2;4;
4;1;3;2;
1;3;1;3;
3;3;3;1;
5;0;;;
4;1;;;
4;1;1;2;
3;2;2;3;
2;3;3;4;
1;1;1;1;
2;0;;;
4;1;;;
2;3;2;4;
3;2;1;1;
4;1;2;3;
1;3;3;2;
2;0;;;
4;1;;;
4;2;3;1;
2;2;1;2;
1;1;3;4;
3;3;2;3;
2;0;;;
4;1;;;
1;2;3;3;
4;3;2;2;
3;1;1;4;
2;1;2;1;
1;0;;;
4;1;;;
2;1;3;2;
4;3;1;3;
1;2;2;1;
3;2;1;4;
3;0;;;
4;1;;;
2;1;1;3;
1;3;1;2;
4;2;2;4;
3;3;3;1;
3;0;;;
4;1;;;
3;3;2;2;
1;1;2;4;
2;2;1;1;
4;1;3;3;
3;0;;;
4;1;;;
3;2;1;2;
1;1;2;1;
4;2;3;3;
2;3;3;4;
3;0;;;
4;1;;;
2;2;2;3;
1;3;3;4;
4;3;1;1;
3;1;3;2;
1;0;;;
102;1;4;16;1
0;;;;
4;1;;;
3;3;2;3;
4;2;3;2;
2;1;1;1;
1;2;3;4;
4;0;;;
4;1;;;
2;2;2;2;
4;3;3;4;
3;1;1;1;
1;1;3;3;
4;0;;;
4;1;;;
1;2;1;3;
2;1;3;2;
4;3;2;1;
3;2;1;4;
1;0;;;
4;1;;;
2;3;2;3;
3;2;3;1;
4;1;1;2;
1;3;2;4;
4;0;;;
4;1;;;
1;1;1;4;
3;3;3;2;
2;2;2;1;
4;3;1;3;
1;0;;;
4;1;;;
3;1;2;4;
1;3;1;2;
2;1;3;1;
4;2;3;3;
2;0;;;
4;1;;;
1;2;2;2;
3;3;1;1;
4;1;3;4;
2;2;2;3;
1;0;;;
4;1;;;
1;3;3;1;
3;3;3;2;
2;2;1;4;
4;1;2;3;
1;0;;;
4;1;;;
1;1;2;2;
2;3;3;4;
4;2;1;1;
3;1;2;3;
1;0;;;
4;1;;;
1;2;1;3;
2;1;3;1;
4;3;2;4;
3;2;1;2;
1;0;;;
4;1;;;
3;1;1;2;
4;1;2;1;
2;3;1;3;
1;2;3;4;
4;0;;;
4;1;;;
2;2;2;2;
4;2;3;4;
3;3;3;3;
1;1;1;1;
4;0;;;
4;1;;;
4;3;2;2;
2;1;1;4;
3;2;3;3;
1;3;2;1;
5;0;;;
4;1;;;
4;3;1;1;
1;1;3;3;
2;3;3;2;
3;2;2;4;
5;0;;;
4;1;;;
1;3;3;2;
3;1;1;4;
4;2;1;3;
2;2;2;1;
5;0;;;
4;1;;;
1;1;2;2;
2;1;2;3;
4;2;3;1;
3;3;1;4;
1;0;;;
312;1;4;16;1
0;;;;
4;1;;;
1;1;1;1;
3;3;2;3;
4;1;1;4;
2;2;3;2;
1;0;;;
4;1;;;
3;2;1;4;
1;3;3;3;
2;1;2;2;
4;2;3;1;
2;0;;;
4;1;;;
1;2;3;2;
2;3;1;3;
3;1;2;1;
4;3;2;4;
1;0;;;
4;1;;;
4;1;1;3;
1;2;2;2;
3;1;3;4;
2;3;3;1;
5;0;;;
4;1;;;
2;2;1;1;
4;3;1;2;
3;2;3;4;
1;1;2;3;
3;0;;;
4;1;;;
4;2;3;3;
1;3;1;4;
3;3;2;1;
2;1;2;2;
2;0;;;
4;1;;;
3;1;1;3;
1;1;1;2;
4;2;2;4;
2;3;3;1;
5;0;;;
4;1;;;
1;2;1;3;
2;3;1;4;
3;3;2;2;
4;1;3;1;
2;0;;;
4;1;;;
4;3;1;2;
3;2;3;4;
1;2;2;1;
2;1;3;3;
2;0;;;
4;1;;;
3;1;2;1;
4;1;2;4;
2;2;1;2;
1;3;3;3;
3;0;;;
4;1;;;
2;3;2;3;
1;2;1;1;
4;2;2;4;
3;1;3;2;
2;0;;;
4;1;;;
3;3;1;4;
2;2;2;2;
4;1;3;1;
1;1;1;3;
2;0;;;
4;1;;;
4;3;3;2;
1;3;3;1;
3;2;1;3;
2;1;2;4;
2;0;;;
4;1;;;
1;3;2;2;
3;3;2;3;
4;1;1;1;
2;2;3;4;
2;0;;;
4;1;;;
3;2;3;3;
4;2;1;2;
1;1;3;4;
2;3;2;1;
3;0;;;
4;1;;;
1;3;1;4;
2;2;3;2;
3;1;1;1;
4;3;2;3;
1;0;;;
109;1;4;16;1
0;;;;
4;1;;;
1;3;2;2;
3;2;3;1;
2;3;2;4;
4;1;1;3;
1;0;;;
4;1;;;
3;3;2;3;
2;1;3;4;
1;2;1;1;
4;1;1;2;
3;0;;;
4;1;;;
3;1;2;2;
4;2;3;4;
2;2;3;3;
1;3;1;1;
4;0;;;
4;1;;;
2;2;1;2;
1;1;3;3;
4;3;2;4;
3;1;3;1;
2;0;;;
4;1;;;
3;2;2;2;
1;2;2;3;
4;1;3;1;
2;3;1;4;
2;0;;;
4;1;;;
1;1;3;4;
4;3;1;3;
2;2;2;1;
3;3;1;2;
1;0;;;
4;1;;;
3;1;1;4;
4;2;2;1;
1;3;3;2;
2;1;1;3;
3;0;;;
4;1;;;
4;1;1;2;
1;2;2;4;
3;3;2;3;
2;3;3;1;
2;0;;;
4;1;;;
4;2;3;2;
2;1;2;3;
3;2;3;4;
1;3;1;1;
4;0;;;
4;1;;;
2;3;2;2;
1;2;1;4;
4;3;3;1;
3;1;3;3;
2;0;;;
4;1;;;
2;1;1;4;
3;2;1;1;
1;1;2;2;
4;3;3;3;
3;0;;;
4;1;;;
4;2;2;4;
3;1;1;1;
2;2;2;2;
1;3;3;3;
4;0;;;
4;1;;;
2;1;3;2;
4;2;1;3;
3;3;2;1;
1;3;2;4;
4;0;;;
4;1;;;
2;2;1;3;
3;1;3;4;
1;2;3;2;
4;3;2;1;
3;0;;;
4;1;;;
4;1;1;4;
2;2;3;1;
3;3;2;2;
1;1;1;3;
4;0;;;
4;1;;;
4;2;1;2;
2;3;3;4;
1;1;2;1;
3;1;2;3;
3;0;;;
125;1;4;16;1
0;;;;
4;1;;;
4;3;3;4;
2;2;3;1;
3;2;1;2;
1;1;2;3;
4;0;;;
4;1;;;
1;1;3;2;
3;3;1;1;
4;2;2;4;
2;3;1;3;
1;0;;;
4;1;;;
3;2;3;3;
1;3;2;4;
4;1;1;1;
2;1;1;2;
2;0;;;
4;1;;;
4;3;3;3;
3;3;2;2;
2;1;1;4;
1;2;3;1;
4;0;;;
4;1;;;
3;1;1;1;
2;2;2;3;
1;3;3;4;
4;2;2;2;
3;0;;;
4;1;;;
3;3;3;2;
2;1;2;1;
4;3;1;4;
1;2;1;3;
2;0;;;
4;1;;;
4;1;3;3;
3;1;2;4;
2;2;3;2;
1;3;1;1;
4;0;;;
4;1;;;
3;2;2;3;
2;3;3;4;
4;2;2;1;
1;1;1;2;
3;0;;;
4;1;;;
1;3;2;3;
2;2;3;2;
4;2;1;4;
3;1;3;1;
1;0;;;
4;1;;;
3;3;1;3;
4;3;2;2;
2;1;2;4;
1;2;3;1;
4;0;;;
4;1;;;
3;2;3;4;
4;1;1;3;
2;3;2;1;
1;1;1;2;
3;0;;;
4;1;;;
2;2;1;3;
4;3;3;1;
1;1;2;4;
3;1;2;2;
2;0;;;
4;1;;;
2;3;3;4;
1;1;2;3;
4;2;1;1;
3;2;1;2;
1;0;;;
4;1;;;
3;2;2;4;
1;3;3;2;
2;1;1;1;
4;1;3;3;
3;0;;;
4;1;;;
4;3;2;1;
1;2;1;4;
2;1;3;2;
3;3;2;3;
3;0;;;
4;1;;;
1;2;3;1;
2;3;1;3;
3;3;1;4;
4;1;2;2;
1;0;;;
418;1;4;16;1
0;;;;
4;1;;;
4;1;2;1;
2;2;2;4;
1;1;1;3;
3;3;3;2;
3;0;;;
4;1;;;
2;1;2;3;
1;2;1;4;
3;2;3;1;
4;3;1;2;
2;0;;;
4;1;;;
2;3;3;3;
1;3;3;4;
4;2;2;2;
3;1;1;1;
2;0;;;
4;1;;;
3;3;1;3;
1;2;2;1;
2;3;1;2;
4;1;3;4;
2;0;;;
4;1;;;
2;1;2;4;
4;2;2;3;
3;1;3;2;
1;3;1;1;
4;0;;;
4;1;;;
1;1;2;3;
3;2;1;4;
4;3;1;1;
2;2;3;2;
1;0;;;
4;1;;;
3;1;2;2;
4;1;3;3;
1;3;3;4;
2;2;1;1;
4;0;;;
4;1;;;
2;2;3;3;
3;3;3;1;
4;2;2;4;
1;1;1;2;
4;0;;;
4;1;;;
1;3;2;2;
4;3;2;1;
2;1;1;4;
3;2;3;3;
1;0;;;
4;1;;;
1;1;3;1;
4;2;1;2;
3;3;2;3;
2;3;3;4;
1;0;;;
4;1;;;
4;1;1;3;
1;2;2;4;
2;3;3;2;
3;1;2;1;
2;0;;;
4;1;;;
2;3;2;1;
3;2;1;2;
4;1;3;4;
1;2;1;3;
4;0;;;
4;1;;;
3;3;1;4;
1;2;3;1;
2;1;2;2;
4;3;1;3;
2;0;;;
4;1;;;
3;1;3;1;
2;3;1;4;
4;2;2;2;
1;1;2;3;
4;0;;;
4;1;;;
2;1;1;1;
1;3;3;3;
3;3;2;2;
4;2;3;4;
2;0;;;
4;1;;;
1;2;2;4;
2;3;1;3;
3;2;1;1;
4;1;3;2;
1;0;;;
239;1;4;16;1
0;;;;
4;1;;;
4;3;3;3;
3;1;2;4;
2;2;2;2;
1;2;1;1;
4;0;;;
4;1;;;
1;2;3;2;
3;1;1;3;
4;1;1;1;
2;3;2;4;
1;0;;;
4;1;;;
4;2;2;3;
1;1;3;2;
2;3;1;4;
3;3;2;1;
4;0;;;
4;1;;;
1;1;3;1;
2;2;3;3;
3;3;2;2;
4;2;1;4;
1;0;;;
4;1;;;
4;1;1;1;
1;3;2;3;
3;2;3;4;
2;1;1;2;
1;0;;;
4;1;;;
3;2;1;1;
4;3;3;2;
1;1;2;4;
2;3;1;3;
2;0;;;
4;1;;;
3;1;3;3;
2;1;3;4;
4;2;2;2;
1;3;1;1;
4;0;;;
4;1;;;
2;2;2;1;
1;2;2;3;
3;1;1;2;
4;3;3;4;
1;0;;;
4;1;;;
2;2;3;3;
4;1;2;2;
3;3;3;1;
1;2;1;4;
3;0;;;
4;1;;;
1;2;3;2;
4;1;1;3;
2;3;2;4;
3;1;2;1;
4;0;;;
4;1;;;
1;1;2;3;
2;3;1;4;
3;3;1;2;
4;2;3;1;
4;0;;;
4;1;;;
4;1;3;4;
2;1;3;2;
1;3;2;1;
3;2;1;3;
3;0;;;
4;1;;;
3;2;2;4;
1;3;1;3;
4;2;1;2;
2;1;3;1;
4;0;;;
4;1;;;
1;1;3;4;
3;3;2;2;
2;2;1;1;
4;3;2;3;
3;0;;;
4;1;;;
2;2;2;2;
1;3;3;1;
3;3;3;3;
4;1;1;4;
2;0;;;
4;1;;;
1;2;2;1;
4;3;3;2;
2;1;2;3;
3;2;1;4;
1;0;;;
166;1;4;16;1
0;;;;
4;1;;;
2;2;3;2;
4;3;2;1;
1;2;3;3;
3;1;1;4;
4;0;;;
4;1;;;
3;3;1;4;
1;1;2;2;
4;2;3;1;
2;3;2;3;
1;0;;;
4;1;;;
1;3;3;3;
3;2;2;2;
4;1;1;4;
2;1;1;1;
2;0;;;
4;1;;;
3;1;1;3;
2;2;3;4;
1;1;2;1;
4;3;2;2;
1;0;;;
4;1;;;
2;2;1;3;
1;3;3;1;
3;1;2;4;
4;3;1;2;
3;0;;;
4;1;;;
1;1;1;2;
4;2;3;4;
3;3;2;3;
2;2;1;1;
3;0;;;
4;1;;;
4;1;3;3;
3;2;1;1;
2;3;2;4;
1;3;3;2;
4;0;;;
4;1;;;
2;1;2;1;
4;3;1;4;
3;1;3;2;
1;2;2;3;
3;0;;;
4;1;;;
2;3;2;2;
3;2;3;4;
1;1;1;3;
4;2;3;1;
2;0;;;
4;1;;;
4;2;2;2;
3;3;3;1;
1;1;1;4;
2;1;3;3;
3;0;;;
4;1;;;
4;1;2;1;
3;2;1;3;
1;2;2;2;
2;3;3;4;
2;0;;;
4;1;;;
1;3;1;1;
4;3;1;3;
3;1;3;2;
2;2;2;4;
4;0;;;
4;1;;;
3;3;2;1;
1;3;3;4;
4;1;2;3;
2;2;1;2;
2;0;;;
4;1;;;
2;1;3;2;
3;3;2;4;
4;1;1;1;
1;2;3;3;
2;0;;;
4;1;;;
1;1;2;4;
2;3;3;3;
4;2;1;1;
3;2;1;2;
4;0;;;
4;1;;;
3;1;2;3;
4;2;3;4;
2;3;1;2;
1;2;2;1;
1;0;;;
180;1;4;16;1
0;;;;
4;1;;;
3;3;3;1;
2;2;1;2;
1;1;2;3;
4;3;3;4;
3;0;;;
4;1;;;
1;2;3;4;
3;3;1;2;
2;3;2;1;
4;1;1;3;
1;0;;;
4;1;;;
4;2;2;3;
2;1;3;1;
1;3;1;2;
3;2;2;4;
3;0;;;
4;1;;;
1;3;2;3;
3;1;3;2;
4;2;1;1;
2;1;3;4;
1;0;;;
4;1;;;
4;1;2;2;
2;2;1;4;
3;1;1;1;
1;3;3;3;
4;0;;;
4;1;;;
2;3;2;2;
4;3;3;1;
1;1;1;4;
3;2;3;3;
3;0;;;
4;1;;;
4;1;1;3;
3;2;2;4;
2;2;2;1;
1;3;3;2;
4;0;;;
4;1;;;
3;3;1;3;
4;1;2;2;
2;3;1;4;
1;2;3;1;
4;0;;;
4;1;;;
1;2;2;2;
2;2;3;3;
3;1;2;1;
4;3;1;4;
1;0;;;
4;1;;;
2;3;2;1;
1;1;3;3;
3;1;3;4;
4;2;1;2;
2;0;;;
4;1;;;
2;2;3;2;
4;3;3;4;
3;3;2;3;
1;1;1;1;
4;0;;;
4;1;;;
3;3;3;2;
4;2;1;1;
2;1;2;3;
1;2;2;4;
4;0;;;
4;1;;;
1;1;1;3;
3;2;3;1;
4;3;2;4;
2;1;1;2;
1;0;;;
4;1;;;
3;2;1;2;
1;3;1;1;
2;2;2;3;
4;1;3;4;
2;0;;;
4;1;;;
4;2;1;3;
2;3;3;1;
3;1;2;4;
1;3;2;2;
4;0;;;
4;1;;;
3;3;1;3;
1;2;2;4;
4;1;3;2;
2;1;3;1;
2;0;;;
269;1;4;16;1
0;;;;
4;1;;;
1;3;1;3;
2;1;1;2;
3;3;2;4;
4;2;3;1;
5;0;;;
4;1;;;
2;3;3;2;
4;1;2;1;
1;2;1;4;
3;1;2;3;
1;0;;;
4;1;;;
4;1;1;3;
2;2;2;4;
1;3;3;1;
3;1;3;2;
3;0;;;
4;1;;;
1;2;2;2;
4;3;1;4;
3;2;1;1;
2;1;3;3;
5;0;;;
4;1;;;
3;3;2;1;
1;1;3;4;
4;2;1;2;
2;3;2;3;
4;0;;;
4;1;;;
2;1;1;1;
4;2;2;3;
1;3;3;2;
3;1;2;4;
3;0;;;
4;1;;;
1;2;1;3;
2;1;2;2;
4;3;3;4;
3;2;3;1;
4;0;;;
4;1;;;
2;2;2;4;
4;1;3;1;
3;3;1;2;
1;3;1;3;
2;0;;;
4;1;;;
1;1;2;1;
4;1;1;2;
2;3;1;4;
3;2;3;3;
3;0;;;
4;1;;;
2;2;3;2;
4;2;2;1;
1;1;1;4;
3;3;2;3;
1;0;;;
4;1;;;
2;1;1;3;
3;3;3;1;
1;2;2;2;
4;3;3;4;
2;0;;;
4;1;;;
3;2;1;4;
2;3;2;1;
4;1;3;3;
1;3;3;2;
4;0;;;
4;1;;;
2;3;3;4;
1;2;2;3;
3;1;1;2;
4;2;1;1;
1;0;;;
4;1;;;
3;1;2;4;
4;1;2;2;
1;2;3;1;
2;3;1;3;
3;0;;;
4;1;;;
1;1;1;1;
3;3;2;2;
2;2;3;4;
4;3;2;3;
5;0;;;
4;1;;;
2;2;1;2;
4;2;1;4;
1;3;2;1;
3;1;3;3;
1;0;;;
204;1;4;16;1
0;;;;
4;1;;;
2;2;3;1;
4;3;2;2;
3;1;1;3;
1;3;2;4;
1;0;;;
4;1;;;
4;2;2;3;
3;3;1;1;
2;1;3;2;
1;2;2;4;
3;0;;;
4;1;;;
3;3;3;2;
4;1;1;4;
1;1;3;1;
2;2;2;3;
3;0;;;
4;1;;;
3;2;3;2;
4;1;2;1;
2;3;1;4;
1;3;1;3;
4;0;;;
4;1;;;
4;3;3;1;
1;2;1;4;
3;1;2;3;
2;1;1;2;
4;0;;;
4;1;;;
1;1;1;3;
2;3;2;1;
4;2;3;4;
3;3;2;2;
2;0;;;
4;1;;;
3;1;2;4;
4;3;1;2;
2;2;3;3;
1;2;3;1;
4;0;;;
4;1;;;
2;2;2;4;
3;2;1;1;
1;3;3;3;
4;1;2;2;
3;0;;;
4;1;;;
1;2;2;2;
3;3;1;4;
2;1;1;1;
4;1;3;3;
3;0;;;
4;1;;;
2;3;3;3;
4;2;1;2;
3;3;3;4;
1;1;2;1;
1;0;;;
4;1;;;
1;1;3;4;
2;1;3;2;
4;3;2;1;
3;2;1;3;
2;0;;;
4;1;;;
3;1;3;2;
4;3;1;1;
2;2;1;4;
1;3;2;3;
4;0;;;
4;1;;;
4;1;3;3;
1;3;1;2;
3;2;2;1;
2;2;2;4;
2;0;;;
4;1;;;
3;2;3;1;
1;2;3;2;
4;1;1;4;
2;3;2;3;
2;0;;;
4;1;;;
1;3;2;4;
3;1;1;3;
2;3;1;2;
4;2;3;1;
3;0;;;
4;1;;;
2;3;3;1;
4;1;2;3;
1;2;1;2;
3;1;2;4;
3;0;;;
91;1;4;16;1
0;;;;
4;1;;;
3;3;1;4;
4;1;2;2;
2;1;3;3;
1;2;2;1;
5;0;;;
4;1;;;
3;3;3;2;
4;2;1;3;
2;1;2;4;
1;3;1;1;
5;0;;;
4;1;;;
4;2;3;3;
2;3;1;2;
1;2;3;4;
3;1;2;1;
5;0;;;
4;1;;;
4;1;3;4;
2;1;3;1;
3;2;2;2;
1;3;1;3;
5;0;;;
4;1;;;
1;1;3;2;
3;2;1;4;
4;3;2;1;
2;2;2;3;
5;0;;;
4;1;;;
1;2;2;2;
4;1;1;1;
3;3;3;3;
2;3;1;4;
5;0;;;
4;1;;;
2;2;3;1;
4;3;2;4;
1;1;1;3;
3;2;1;2;
5;0;;;
4;1;;;
2;1;3;2;
3;3;3;3;
4;2;1;1;
1;1;2;4;
5;0;;;
4;1;;;
3;3;2;3;
2;3;2;1;
1;2;3;4;
4;1;1;2;
5;0;;;
4;1;;;
2;1;2;3;
3;1;1;1;
1;3;3;2;
4;2;2;4;
5;0;;;
4;1;;;
3;1;2;4;
4;3;3;1;
2;2;1;2;
1;3;1;3;
5;0;;;
4;1;;;
2;3;1;4;
3;2;3;1;
1;2;3;3;
4;1;2;2;
5;0;;;
4;1;;;
1;2;2;1;
2;1;3;4;
3;3;1;2;
4;1;3;3;
5;0;;;
4;1;;;
1;3;2;1;
4;2;1;3;
3;1;3;4;
2;2;2;2;
5;0;;;
4;1;;;
3;2;2;3;
2;1;1;1;
1;1;3;2;
4;3;1;4;
5;0;;;
4;1;;;
3;1;2;1;
2;3;2;3;
4;3;3;2;
1;2;1;4;
5;0;;;
75;1;4;16;1
0;;;;
4;1;;;
3;1;1;2;
1;1;2;4;
2;3;2;3;
4;2;3;1;
2;0;;;
4;1;;;
4;2;1;3;
2;1;3;4;
1;3;1;1;
3;2;2;2;
3;0;;;
4;1;;;
2;1;1;1;
1;2;2;4;
3;3;3;3;
4;1;3;2;
2;0;;;
4;1;;;
4;3;1;1;
3;1;2;3;
2;2;3;4;
1;3;1;2;
4;0;;;
4;1;;;
1;1;2;1;
3;3;3;4;
2;2;1;3;
4;3;2;2;
1;0;;;
4;1;;;
3;1;1;4;
4;1;3;2;
2;3;2;3;
1;2;3;1;
4;0;;;
4;1;;;
2;1;2;1;
4;2;1;4;
1;3;3;3;
3;2;1;2;
3;0;;;
4;1;;;
3;2;3;1;
1;3;1;4;
4;1;2;3;
2;3;1;2;
2;0;;;
4;1;;;
4;3;1;4;
2;1;3;3;
3;1;2;1;
1;2;2;2;
4;0;;;
4;1;;;
3;3;2;4;
2;2;1;1;
4;2;3;3;
1;1;1;2;
4;0;;;
4;1;;;
2;3;3;2;
4;3;2;1;
1;2;1;3;
3;1;3;4;
3;0;;;
4;1;;;
1;3;1;1;
3;1;3;2;
4;2;2;4;
2;1;2;3;
1;0;;;
4;1;;;
2;2;3;4;
3;3;1;3;
4;1;2;2;
1;2;3;1;
4;0;;;
4;1;;;
4;3;3;3;
1;3;2;1;
3;2;2;2;
2;1;1;4;
2;0;;;
4;1;;;
2;3;2;2;
4;1;1;3;
3;2;1;1;
1;1;3;4;
4;0;;;
4;1;;;
3;3;3;4;
2;3;1;1;
1;1;2;3;
4;2;3;2;
3;0;;;
51;1;4;16;1
0;;;;
4;1;;;
2;3;2;4;
4;1;3;1;
3;1;3;2;
1;2;1;3;
4;0;;;
4;1;;;
2;2;3;2;
3;1;1;4;
1;3;2;1;
4;1;1;3;
1;0;;;
4;1;;;
1;1;1;1;
3;2;2;3;
2;3;3;4;
4;3;2;2;
2;0;;;
4;1;;;
1;3;1;4;
2;1;2;2;
3;2;3;3;
4;2;3;1;
4;0;;;
4;1;;;
3;1;2;1;
4;2;1;4;
2;3;3;3;
1;2;3;2;
4;0;;;
4;1;;;
4;2;3;3;
2;1;1;2;
1;1;2;4;
3;3;1;1;
1;0;;;
4;1;;;
4;1;3;1;
1;3;2;3;
2;2;1;4;
3;3;2;2;
1;0;;;
4;1;;;
3;1;1;3;
2;2;2;1;
1;1;3;4;
4;3;1;2;
2;0;;;
4;1;;;
2;3;3;1;
1;2;2;2;
4;1;1;3;
3;3;3;4;
1;0;;;
4;1;;;
2;2;2;3;
3;2;2;4;
4;3;1;1;
1;1;3;2;
4;0;;;
4;1;;;
2;1;2;4;
4;3;3;3;
3;1;2;2;
1;2;1;1;
4;0;;;
4;1;;;
1;2;1;2;
4;1;2;4;
3;2;3;1;
2;3;1;3;
3;0;;;
4;1;;;
2;3;3;2;
4;2;2;1;
1;3;3;4;
3;1;1;3;
1;0;;;
4;1;;;
3;3;1;2;
1;3;2;3;
2;1;3;1;
4;2;1;4;
3;0;;;
4;1;;;
1;3;1;1;
3;2;3;4;
2;2;2;3;
4;1;3;2;
4;0;;;
4;1;;;
2;3;1;4;
3;1;2;1;
4;3;2;2;
1;2;3;3;
4;0;;;
41;1;4;16;1
0;;;;
4;1;;;
1;1;2;3;
2;1;3;4;
4;3;1;1;
3;2;2;2;
5;0;;;
4;1;;;
2;2;3;3;
3;2;3;2;
1;1;1;1;
4;3;2;4;
1;0;;;
4;1;;;
4;2;1;4;
2;2;2;3;
3;1;2;1;
1;3;3;2;
5;0;;;
4;1;;;
2;2;2;2;
3;1;1;3;
1;3;3;1;
4;1;3;4;
3;0;;;
4;1;;;
2;3;1;2;
3;1;3;3;
1;2;2;1;
4;3;1;4;
5;0;;;
4;1;;;
1;1;1;2;
4;2;1;1;
2;1;2;4;
3;3;3;3;
5;0;;;
4;1;;;
2;1;1;1;
1;2;3;4;
4;3;2;3;
3;3;2;2;
5;0;;;
4;1;;;
1;3;2;4;
2;2;3;3;
4;2;3;2;
3;1;1;1;
5;0;;;
4;1;;;
2;3;3;4;
3;2;1;1;
4;1;2;3;
1;1;2;2;
5;0;;;
4;1;;;
3;3;3;2;
2;1;2;4;
4;2;3;1;
1;3;1;3;
1;0;;;
4;1;;;
4;1;3;2;
1;2;1;3;
2;3;2;1;
3;2;1;4;
5;0;;;
4;1;;;
2;1;1;2;
1;3;3;1;
4;3;1;3;
3;2;2;4;
2;0;;;
4;1;;;
1;1;2;3;
4;2;2;2;
2;3;1;4;
3;1;3;1;
4;0;;;
4;1;;;
3;3;2;2;
4;1;1;4;
2;2;3;3;
1;2;3;1;
4;0;;;
4;1;;;
4;1;3;3;
1;2;1;2;
3;3;3;4;
2;1;2;1;
5;0;;;
4;1;;;
2;3;1;2;
3;2;2;3;
1;1;3;4;
4;2;2;1;
3;0;;;
78;1;4;16;1
0;;;;
4;1;;;
3;2;3;1;
1;1;1;4;
4;2;3;2;
2;3;2;3;
1;0;;;
4;1;;;
1;1;3;1;
3;3;1;3;
2;2;1;2;
4;3;2;4;
1;0;;;
4;1;;;
4;2;3;3;
2;1;2;1;
1;3;1;2;
3;2;2;4;
3;0;;;
4;1;;;
2;1;3;3;
3;1;3;2;
1;3;2;1;
4;2;1;4;
3;0;;;
4;1;;;
3;2;1;2;
4;1;1;1;
2;2;2;3;
1;3;3;4;
1;0;;;
4;1;;;
2;3;3;2;
1;1;2;3;
4;3;2;1;
3;2;1;4;
2;0;;;
4;1;;;
1;1;3;4;
4;1;3;2;
2;2;2;1;
3;3;1;3;
4;0;;;
4;1;;;
3;1;2;2;
2;3;1;4;
4;3;3;3;
1;2;3;1;
4;0;;;
4;1;;;
1;2;2;2;
3;3;3;4;
4;2;1;3;
2;1;1;1;
1;0;;;
4;1;;;
2;2;3;4;
3;1;2;3;
1;3;1;2;
4;1;2;1;
3;0;;;
4;1;;;
1;1;1;4;
3;3;3;1;
4;3;2;2;
2;2;2;3;
2;0;;;
4;1;;;
2;1;1;2;
4;2;1;4;
1;3;2;3;
3;2;3;1;
4;0;;;
4;1;;;
2;3;1;1;
3;2;2;4;
4;1;3;3;
1;1;3;2;
4;0;;;
4;1;;;
1;3;2;4;
4;2;1;1;
3;1;1;3;
2;2;3;2;
3;0;;;
4;1;;;
1;2;1;2;
2;3;3;3;
4;1;2;4;
3;1;2;1;
1;0;;;
4;1;;;
2;1;1;4;
1;3;3;1;
3;3;1;3;
4;2;2;2;
2;0;;;
188;1;4;16;1
0;;;;
4;1;;;
4;2;1;2;
1;1;1;3;
3;2;3;1;
2;3;2;4;
4;0;;;
4;1;;;
2;2;1;1;
4;1;3;4;
3;3;2;2;
1;1;3;3;
1;0;;;
4;1;;;
